nome_filme,autor_comentario,nota_comentario,conteudo_comentario
O Artista,Jairo D.,5.0,"O cinema como sétima arte é fenomenal em todos os sentidos que ele é feito. E aqui temos um belo exemplar dele. Com uma simplicidade gigante, este filme, na mesma proporção, nos cativa, emociona, entretém e nos faz refletir sobre as idéias e o quanto elas são valiosas por mais simples que seja. Parabéns, a esta Obra-prima memorável!"
O Artista,Cleber R.,5.0,"O Artista não é só um filme é também uma homenagem ao cinema mudo a uma época em que os filmes eram mais criativos e cativantes. É um grande filme pra quem como eu curte os classicos do cinema. O elenco dá um show atuando sem falas, principalmente o casal protagonista e o cãozinho companheiro do Artista e mascote do filme. A produção técnica do filme é impecável e nos transporta facilmente à Hollywood dos anos 20. A belíssima fotografia preto e branco nos faz esquecer dos filmes super coloridos a que estamos acostumados e a mergulhar na emocionante história que Michel Hazanavicius narra com maestria. Um grande filme uma grande homenagem."
O Artista,Ronaldo M,5.0,"Não é à toa que o cinema traz no seu bojo a concepção da ""Sétima Arte"".O Artista é um belíssimo tributo ao cinema mudo, desde a impecável reconstitução de cenas da década de 30, até a performance de um elenco primoroso, sem deixar de citar o cãozinho Oggi, que merecia o troféu ""Osso de Ouro"".Em pleno segundo milênio, uma produção do cinema mudo, em preto e branco, que prende a atenção todo o tempo, na contra-mão das produções cinematográficas sofisticadas em tecnologias.Recomendadíssimo!"
O Artista,Sandro M.,4.5,"Gostei da fotografia, das músicas e o romance que é muito bacana e tem ótimas sacadas de humor com um final muito maneiro."
O Artista,Eder Luis Santana,5.0,"O novo sempre vem e, diante dele, você precisa aprender a se renovar. É com essa mensagem simples que O Artista é um filme abarrotado de beleza. Belo nas imagens em preto e branco, belo na interpretação dos personagens e belo na narrativa conduzida com maestria pelo diretor Michel Hazanavicius. Não se engane caso, nos primeiros minutos, você tiver a sensação de que a obra te dará sono e será difícil de aguentar. É uma sensação rápida, que desaparece depois que a trama se desenvolve de modo envolvente lá pelos primeiros 20 minutos. Esse estranhamento inicial é até natural, já que estamos longe de fazer parte da geração acostumada ao cinema mudo. E se deparar tão envolvido com uma obra em formato não contemporâneo é um dos grandes méritos oferecidos aos espectadores de O Artista."
O Artista,Cid V,3.0,"George Valentin (Dujardin) é um ator de grande sucesso no cinema mudo que vê sua carreira desabar vertiginosamente com a ascensão do cinema sonoro e, com este, catapultar a jovem Peppy Miller (Bejo), que tempos antes era somente uma dentre suas muitas fãs.Mais em: https://magiadoreal.blogspot.com/2020/07/filme-do-dia-o-artista-2011-michel.html"
O Artista,felipinho,4.0,O Artista resgata com perfeição a magia que o cinema e a imagem foi perdendo durante os anos e encanta muito mais que as dezenas de filmes modernos tecnologicamente e de grande orçamento. É praticamente um filme da década 20. De fazer os olhos brilharem!”
O Artista,Neto S.,4.0,"Na Hollywood de 1927, o astro do cinema mudo George Valentin (Jean Dujardin) começa a temer se a chegada do cinema falado fará com que ele perca espaço e acabe caindo no esquecimento. Enquanto isso, a bela Peppy Miller (Bérénice Bejo), jovem dançarina por quem ele se sente atraído, recebe uma oportunidade e tanto para traballhar no segmento. Será o fim de sua carreira e de uma paixão? Muito Bom , Boa Trilha Sonora , Excelente Historia é Atuaçoes Nota 9.0"
O Artista,Jefferson Borges,5.0,"Uma declaração de amor ao cinema, a sétima arte! Isso é tudo o  que posso dizer desse filme! E temos que concordar que lançar um filme mudo e em preto e branco (mudo, principalmente!) em pleno século XXI é algo totalmente original. Muito criativo. Qual diretor de cinema tinha pensado nisso antes? Em épocas em que Hollywood tem investido em tantos filmes horríveis (estilo os da Marvel dos últimos anos!) O Artista ter surgido no nada agora e arrebatar prêmios é quase um Poderoso Chefão, Quem Quer ser um milionário?, Titanic da nossa geração. Outra razão também pelo qual me apaixonei por este filme é que se parece tanto com Cantando na Chuva de 1952, que é um dos meus filmes favoritos! rsrs Jean me lembra o Gene Kelly e Bérénice me lembra a Debbie Reynolds. E isso não sou só eu que digo, muita gente tem percebido as semelhanças entre os dois filmes. Para os críticos de plantão, que dizem não terem gostado do filme, creio que essas pessoas não entendem muito de cinema porque O Artista mostra a essência, as raízes do cinema, naquela época de Charles Chaplin, até O Cantor de Jazz que foi o primeiro filme sonoro da história! E esse foi o maior diferencial desse projeto. As atuações do Jean Dujardin e da Bérénice Bejo são incríveis. Mas a grande estrela do filme mesmo foi o cachorro Uggie! hahaha tão engraçado! Estou na torcida para O Artista ganhar a estatueta do Oscar de melhor filme no próximo domingo dia 26! Se ganhar o Oscar de melhor filme, vai virar um clássico instantâneo, daqui a 20 anos vai ser lembrado como aqueles filmes populares em preto e branco estilo a Lista de Schindler."
O Artista,Álvaro José S.,5.0,"Fui ver ""O Artista"" sem saber o que esperar, só pela ideia de que ele ganhou o Oscar de melhor filme. Não me decepcionei. O filme realmente tem uma história cativante, há uma bela química entre os atores ( mesmo sem dizer uma palavra) e até o cenário foi bem escolhido. 
spoiler: 
Aquela cena da escadaria, que retrata a queda de um e a ascenção da outra, se torna um símbolo do filme
. Realmente mereceu o Oscar de Melhor Filme."
O Artista,Bruno Maschi,4.5,"Uma brilhante obra francesa! A princípio eu nunca fui muito de gostar de filmes em preto e branco, e nunca tinha experimentado um filme mudo, não estava esperando muita coisa do filme, porém ele me surpreendeu. O Artista conseguiu com que eu mudasse todo meu conceito e preconceito que eu tinha com alguns filmes em preto e branco, mostrando que as vezes os efeitos visuais não importam tanto assim. O Roteiro desse filme é magnífico, e os personagens então! são todos marcantes, inclusive o cão que é apaixonado por seu dono. Mesmo o filme não possuindo nenhuma fala (exceto no último minuto) ele ainda sim consegue ser um filme que cativa os telespectadores e os prende durante todo o longa, sua trilha sonora ajuda muito nesse fator, e é claro as brilhantes atuações de Bérénice Bejo e Jean Dujardin grandes ""revelações"" do cinema francês. O longa também é super engraçado e contém uma cena final de dança muito bem elaborada e cativante. Sem dúvida mereceu todas suas 10 indicações ao Oscar e todos seus 5 prêmios, incluindo de ""Melhor Filme"".PS : O filme só não leva suas 5 estrelas pois não chega a ser um filme que irei lembrar pelo resto de minha vida, é um fantástico filme, porém não é um filme tão marcante. (Sim eu sou bem exigente nesse quesito rsrs)."
O Artista,João Ricardo D.,5.0,"""O Artista"" foi o primeiro filme mudo que vi. Todo o filme que é indicado para o Oscar e vence, deve (ou deveria) ter um diferencial. O diferencial de ""O Artista"" é o fato de o filme, apesar de não-falado, consegue passar tantas emoções diferentes para o público, além de ter uma sutileza impressionante. Melhor do que o roteiro, somente as atuações. Jean Dujardin mereceu o prêmio mais que tudo, e Bérénice Bejo só não venceu (claro, na minha opinião) porque a incrível Octavia Spencer estava concorrendo. Com uma criatividade extremamente original, ""O Artista"" decididamente foi o melhor filme indicado ao Oscar 2012."
O Artista,Luciano Deppa B,5.0,"Uma declaração ao que se ama como realmente tem que ser: simples, direta e com uma doce sensibilidade.Fica o belo recado que não se diz necessariamente com palavras, nem quando se é exigido para isso."
O Artista,Guilherme Carraro,5.0,"''O Artista'' é uma bela volta no tempo,onde o cinema era ainda marcado apenas por expressões e gestos.Muitos espectadores achariam esse,um tipo de filme cheio de clichês e futilidades,por ser mudo e preto e branco,mas na verdade é essa a beleza de ''O Artista''.Um dos outros aspectos que ''O Artista'' se sai muito bem,é na diferenciação que o filme constitue entre a comédia e o drama que hoje se apresentam.Por ser um filme tão diferenciado,ele acaba sendo um filme lindo de se ver.Na trama,George Valentine( Jean Dujardin) é um galã do cinema mudo,que teme que a chegada do cinema falado faça com que ele perca espaço e acabe no esquecimento do público.Enquanto isso a bela Peppy Miller(Bérénice Bejo) uma jovem dançarina por quem George se sente atraído,tem a oportunidade de trabalhar no rumo do cinema falado.''O Artista'' consegue agradar bastante,tanto quanto o figurino impecável,como as os maravilhosos gestos de atuações de Jean Dujardin e Bérénice Bejo,sendo que o cinema mudo é uma das formas de atuações mais complicadas que tem,já que o ator tem de ser muito detalhado e muito específico.Com as suas cinco vitórias em que ''O Artista'' ganhou no Oscar 2012,ele dificilmente será esquecido pelo público.O filme também consegue ser uma obra de arte sem muito blá,blá,blá ,sem uma história cheia de complicações e sem um orçamento muito alto , na verdade ele utiliza orçamento muito abaixo dos utilizados atualmente .O filme  consegue ganhar o espectador pela sua simplicidade e sua forma de ser.''O Artista'' é um filme simples e maravilhoso de se ver."
O Artista,Gabriel R.,5.0,"A decadência do cinema mudo em contrapartida à ascensão do cinema falado, centrando dois astros de cada arte; ele, um galã mudo; ela, uma dama falante.Atuação excepcional de Jean Dujardin e boa atuação de Bérénice Bejo. Excelentes direção e roteiro, cheio de metáforas envolvendo a queda do cinema mudo e o surgimento do falado. Doris, a mulher de George, é a personagem esquecível do filme, que a atriz Penelope Ann Miller empurra com a barriga pelo pouco que aparece. O filme usa do artifício da metalinguagem de maneira estrondosa (um filme mudo sobre o cinema mudo). Excelentes fotografia, design de produção, figurino e trilha sonora."
