nome_filme,autor_comentario,nota_comentario,conteudo_comentario,criticas_autor,seguidores_autor
O Regresso,G.A. Oliver,2.0,"Mas que... Que merda de... De filme ruim, mano! Nossa! Chatoooo! Muito chato meeesmo. Dou meus créditos para os efeitos especiais, que foram muito bons. Mas o DoCaprio deu uma apelada pra ser indicado ao Oscar. O cara tem menos fala que o Charlie Chaplin! Mas, se você curte filmes imensos e sem graça, assista, não vai se arrepender.",29.0,26.0
O Regresso,Neto S.,4.5,"1822. Hugh Glass (Leonardo DiCaprio) parte para o oeste americano disposto a ganhar dinheiro calando. Atacado por um urso, fica seriamente ferido e é abandonado à própria sorte pelo parceiro John Fitzgerald (Tom Hardy), que ainda rouba seus pertences. Entretanto, mesmo com toda adversidade, Glass consegue sobreviver e inicia uma árdua jornada em busca de vingança.excelente filme, O Regresso team uma historia Muito boa, uma fotografia espetacular, um bom elenco, Leonardo DiCaprio faz uma excelente atuaçao, Tom Hardy esta otimo tambem, o filme excelentes momentos, vale Muito Apena, forte candidato ao melhor filme do ano. Nota 10",773.0,30281.0
O Regresso,Raquel M.,0.5,"Cenario ok. Atuaçao ok. Filme em si...deprimente. Se uma pessoa deprimida for ao cinema para tentar distrair sai de lá pior. Não gostei.Cansativo,interminável,histórias vagas,forte demais...tem uma cena que o sangue voa na lente da câmera e continua a se filmar assim, dando para perceber que era uma filmagem.",16.0,19.0
O Regresso,Antonio X,4.5,"O Filme é bom, ainda que em determinados momentos a beleza da longa  fotografia acaba poluindo um pouco o imaginário geográfico do público , já que os caminhos se confundem entre estar perto ou distante do abrigo e da segurança. No roteiro as falas são poucas o que faz o filme rico numa linguagem visual que pelas belas cenas e situações prospecta a comunicação que faz o cidadão pensar. Em um momento que a mídia televisiva fabrica sonhos manipulastes, o filme em poucas palavras transmite a sensação que todos erramos em alguns momentos. Já o sentido de lealdade  e fraternidade não se apaga; antagonista e protagonista dão conta do recado. A trilha misteriosa que parece em um primeiro momento escondida, é um show a parte, resgatando o papel do som como suporte indispensável à obra, mas sem a mesmice de  instrumentos contínuos e melodias  repetitivas. Para mim é um filme da Esperança apesar de ilustrar cenas de muita arrogância em um  Mundo ainda em descoberta, caótico e perigoso. Filme magistral no qual  a oralidade  mínima  da fala dos atores, nos faz  pensar que o silêncio é importante numa época de tanta poluição sonora e tecnológica, onde conversar é  sinônimo de discurso de meu, do eu do nosso, ou do imediatismo e distante ícone curtir das redes sociais. Vale a pena ir ao cinema.",4.0,2.0
O Regresso,Fabio M.,0.5,O filme é muito ruim e cansativo. Leonardo DiCaprio quase não fala. Existem histórias paralelas que não se fecham na conclusão do filme. Não percam seu  tempo e dinheiro.,1.0,
O Regresso,Júlia O.,0.5,"O filme têm fotografias belíssimas, mas encerra-se aí. O roteiro é péssimo, com cenas tão inverossímeis que causam imenso desconforto ou uma certa angústia em continuar assistindo ao filme. A atuação de Leonardo DiCaprio é mediana. Concordo plenamente com crítica de André Barcinski, ao final, eu apenas torcia para que o filme terminasse logo.",1.0,7.0
O Regresso,Tatiana S.,2.0,"O cenário e produção do filme são realmente muito bons e a atuação de Leonardo DiCaprio excelente. Entretanto, o filme foi cansativo e o enredo deixou demais a desejar, já que em vários momentos o tornou entediante. A música  "" Casa"" de Lulu Santos poderia em português retratar de forma cômica o enredo do filme: Bem "" viajante"" para ser "" O Regresso"". Se o tivessem encurtado, talvez teria tido um impacto melhor após o filme.",1.0,
O Regresso,Paulo R.,2.5,"assisti ao filme, e na minha opinião tirando as locações que são realmente lindas, parece que o filme foi feito todo em externa, as cenas de luta muito bem coreografadas e só. Leonardo di caprio concorre ao oscar? não sei porque, quase não atua, quase não tem texto, a maior parte do filme, e o filme é longo, muito longo, ele atua sozinho, mas dirão os entendidos, é isto que faz dele um merecedor do oscar, por atuar sozinho, etc.. Balela, quase sempre com o mesmo olhar, nas cenas emocionantes sempre o mesmo olhar, e olha que admiro a evolução dele como ator, mas neste filme não vi nada demais, e o filme tb não é tudo isto. Minha opinião, abraços.",5.0,1.0
O Regresso,Alexandre C.,4.5,"Filme excepcional, tem visuais belíssimos, uma história muito boa de vingança e superação, a direção é única, Di Caprio em mais uma boa atuação, o melhor do ano que foi lançado, sem dúvida.",525.0,5206.0
O Regresso,Francisco Vinicius M.,0.5,"Filme longo, cansativo, história fraca e alguns erros de continuidade infantis. Bela fotografia e belas paisagens e só. E a atuação do Di Caprio longe de outros trabalhos. Mal fala, passa o filme gemendo. Perdi minha novela pra isso.",2.0,2.0
O Regresso,Jake D.,4.5,"O Regresso... mais um dos grandes concorrentes ao óscar 2016, que conta a história de Hugh Glass (Leonardo DiCaprio) indo ao oeste americano para ganhar dinheiro caçando, porém, ele é atacado por um urso e fica muito ferido, então ele é abandonado por seu parceiro John Fitzgerald (Tom Hardy), que também o rouba, então, Hugh sobrevive e parte em busca de uma vingança. No quesito atuações, todos estão muito bem, mas o principal destaque, é o Leonardo DiCaprio, se ele não ganhar o óscar, será a maior injustiça de todos os tempos. Alejandro González Iñárritu também faz um bom trabalho na direção, ele já provou que é competente em Birdman, e aqui, demonstra mais uma vez, mas ainda assim, não acho que deveria ganhar o óscar, o que Tom McCarthy fez no filme Spotlight, foi excepcional. O roteiro do filme é muito bem estruturado e bem escrito, tendo ótimos diálogos. A trilha sonora é muito boa e a fotografia também é belíssima, inclusive é outra categoria que eu acho que o filme deveria levar o óscar. O único mini probleminha do filme que as vezes sai fora do eixo, é a edição, que não é tão leve e precisa quanto deveria ser, mas nada que deixe de ser um ótimo filme. O regresso é um filme maravilhoso, e conta com a impecável atuação de Leonardo DiCaprio, que merece e deve levar o óscar com certeza. Recomendo!",109.0,100.0
O Regresso,Osmar P.,0.5,O filme é muito ruim e cansativo. Leonardo DiCaprio quase não fala. Existem histórias paralelas que não se fecham na conclusão do filme. Não percam seu tempo e dinheiro.,1.0,
O Regresso,Denise M,4.5,"Achei o filme bem tenso, mas gostei bastante. DiCaprio está impecável! Sua atuação é perfeita! Digna de Oscar.",7.0,7.0
O Regresso,Carlotha S.,3.0,"Assisti o filme com bastante atenção, porque gosto muito do Di Caprio (tem todo meu respeito).O filme é demasiadamente longo, e o que podemos observar é a luta pela sobrevivência de todas formas possível. O texto não tem muitas falas, em especial do Leo di Caprio, quase não fala no filme, o que me irritou bastante, a atuação é baseada em sua performance, que é ótima por sinal.Mas senti falta de diálogos no filme, que se tornou moroso demais.Leo di Caprio merece o Oscar? Com certeza, claro, óbvio, evidente.Por esta atuação? Não, pelo conjunto da obra sim.O filme é bom, mas poderia ser bem melhor",3.0,1.0
O Regresso,Maurício  P.,5.0,Realmente um dos melhores filmes dos últimos tempos!!! Excelente qualidade em todos os detalhes!!! Vale cada R$ pago para assistir!!!,2.0,
O Regresso,Renato P.,2.0,"Filme extremamente cansativo, sem ação, sem emoção, sem enredo, parece que foi feito apenas para o Di Caprio parecer um bom ator...achei péssimo, poderia ter contado a história em 30 minutos. Para não dizer que sou injusto, foi uma grande produção, tudo muito bem feito.",3.0,
O Regresso,Elvira A.,4.5,"Cada vez mais, Leonardo Di Caprio assume projetos mais audaciosos, como aconteceu neste filme, ambientado no ano 1822. O personagem Hugh Glass é gravemente ferido por um urso e deixado à mercê do seu grupo de caçadores de peles. Um dos membros do grupo promete recompensar aqueles que lhe prestarem os devidos socorros, mas não é isso o que acontece. Pelo contrário, ele é amordaçado e enterrado vivo por outro membro, além de ter o seu filho assassinado e ser roubado dos seus pertences. A duras penas, Hugh consegue sobreviver e conta com a ajuda de um índio (o que lembrou a história do Bom Samaritano). Ele parte para a vingança, mas o final é inesperado. Bons roteiro e fotografia das paisagens geladas do norte dos EUA. O filme ganhou três Óscares: Melhor filme, ator (Leonardo Di Caprio) e diretor (Alejandro González Iñárritu). O enredo é para estômagos fortes.",266.0,929.0
O Regresso,Wallace F,4.5,"Obra prima de fotografia, atuação e um roteiro sensacional. Uma história americana bem contada com todos os requisitos necessários para tornar esse filme espetacular. Di Caprio e Tom Hardy foram magníficos. Baseada em uma história fantástica, esse filme te prende até o final!",23.0,34.0
O Regresso,Mario M,4.5,Fotografia nota 10 e atuação brilhante de Leonardo di caprio. História boa e cheia de surpresas . Muita ação,16.0,13.0
O Regresso,maefnys ..,5.0,"Confesso que não esperava pouco da obra quando fui assistir, os trailers eram de tirar o fôlego e eu ja conhecia o grande trabalho do diretor, porém quando vi o filme fiquei sem palavras. A obra é surpreendente, é mais do que esperava, cada momento do filme é feito de uma forma a causar um sentimento no telespectador, não é aquele tipo de filme de sobrevivência que passa horas mostrando o lamento do protagonista, vemos aqui um confronto pessoal entre os dois personagens principais, o que leva um ao outro realizar as suas ações é o puro instinto de sobrevivêcia. Além disso, existem poucas palavras no português para descrever a atuação do Leonardo DiCaprio e do Tom Hardy, uma dupla incrível que merece sem sombra de dúvidas levar uma estatueta para casa no dia 28 de fevereiro.",2.0,
O Regresso,Wanderreis,2.5,"O que tem de bom neste filme é a espetacular fotografia, que porém também se torna repetitiva ao extremo e cansativa após certo tempo.",10.0,2.0
O Regresso,Fabio E.,0.5,"É o pior filme que eu já ví na minha vida! Cansativo, entediante, eu saí do cinema frustrado e estou até agora pensando: O que é que eu fui fazer lá? Ainda não acredito que passei duas horas e meia vendo aquilo, foi o maior desperdício de tempo da minha vida.",1.0,
O Regresso,Alexandre M.,1.0,"Filme tem objetivo nada original de ter um herói que sobrevive as adversidades para a vingança final. Cheio de cliches e situações absurdas que não escapam a uma observação com o mínimo de criticidade. Como o indio em cima da arvore no meio do acampamento, o urso raivoso que apenas machuca o herói que melhora ou piora de estado físico para atender ao objetivo final da vingança, os caçadores comendo carne crua sem a menor necessidade, etc.. Enfim o enredo começa para chegar ao final pré estabelecido que é o de presentear um Oscar para um ator que já teve papéis muito melhores. Fico decepcionado que um bom ator se preste a um papel destes.",1.0,
O Regresso,Adriel Q.,1.5,"Sinceramente este filme pode ter cenas impressionantes, fotografia maravilhosa, paisagens belas, mais o filme perde aquele impacto logo após ele ser atacado pelo urso. Simplesmente resumindo o filme, conta apenas a história de uma cara quase morto movido pelo ódio de vingança tentando sobreviver!!! Nossa QUE INCRÍVEL. Alguns filmes particularmente (opinião minha) com esse mesmo gênero > SOBREVIVÊNCIA, A Perseguição, Evereste, Perdido em Marte e NÁUFRAGO. Todos esses FILMES sitados tem a mesma ligação de gênero > SOBREVIVÊNCIA, o NÁUFRAGO até hoje após seu laçamento em 2000 assisto com mesmo BRILHO e EMOÇÃO!!! O Regresso, lamentável, não via a hora de acaba o filme kkkkkAcho que talvez se por acaso fosse outro ator no lugar de Leonardo DiCaprio o FILME seria total fracasso, não desvalorizado outros atores, mais quero que fique claro que as pessoas estão Enfatizando mais Leonardo DiCaprio do que o próprio FILME.Opinião pessoal...",1.0,
